name_display,name_pretty,state,countyFIPS
"Waupaca County, WI",Waupaca County,WI,55135
"Waushara County, WI",Waushara County,WI,55137
"Winnebago County, WI",Winnebago County,WI,55139
"Wood County, WI",Wood County,WI,55141
"Albany County, WY",Albany County,WY,56001
"Big Horn County, WY",Big Horn County,WY,56003
"Campbell County, WY",Campbell County,WY,56005
"Carbon County, WY",Carbon County,WY,56007
"Converse County, WY",Converse County,WY,56009
"Crook County, WY",Crook County,WY,56011
"Fremont County, WY",Fremont County,WY,56013
"Goshen County, WY",Goshen County,WY,56015
"Hot Springs County, WY",Hot Springs County,WY,56017
"Johnson County, WY",Johnson County,WY,56019
"Laramie County, WY",Laramie County,WY,56021
"Lincoln County, WY",Lincoln County,WY,56023
"Natrona County, WY",Natrona County,WY,56025
"Niobrara County, WY",Niobrara County,WY,56027
"Park County, WY",Park County,WY,56029
"Platte County, WY",Platte County,WY,56031
"Sheridan County, WY",Sheridan County,WY,56033
"Sublette County, WY",Sublette County,WY,56035
"Sweetwater County, WY",Sweetwater County,WY,56037
"Teton County, WY",Teton County,WY,56039
"Uinta County, WY",Uinta County,WY,56041
"Washakie County, WY",Washakie County,WY,56043
"Weston County, WY",Weston County,WY,56045
