"","X.1","X","Longitude","Latitude","OBJECTID","HOSPITAL_NAME","HOSPITAL_TYPE","NUM_STAFFED_BEDS","NUM_LICENSED_BEDS","NUM_ICU_BEDS","BED_UTILIZATION","Potential_Increase_In_Bed_Capac","Latitude.1","Longitude.1","Accuracy.Score","Accuracy.Type","Number","Street","City","State","County","Zip","Country","Source","text_tip","AVAIL_BEDS","AVAIL_ICU_BEDS"
"1865",1865,1865,-98.304654,30.5115117,5865,"Baylor Scott & White Medical Center - Marble Falls","Short Term Acute Care Hospital",46,46,8,0.434366,0,30.508779,-98.296594,1,"nearest_street","","US 281","Marble Falls","TX","Burnet County",78657,"US","TIGER/Line® dataset from the US Census Bureau","<b>Baylor Scott & White Medical Center - Marble Falls</b><br>Burnet County<br>Num Beds: 46<br>Num ICU Beds: 8<br>Bed Util: 0.43<br>Pot. Bed Increases: 0",26,5
"1866",1866,1866,-82.3517968,28.1954014,5866,"AdventHealth Wesley Chapel ","Short Term Acute Care Hospital",145,145,24,0.430572,0,28.195535,-82.351101,0.99,"rooftop","2600","Bruce B Downs Blvd","Zephyrhills","FL","Pasco County",33544,"US","Pasco","<b>AdventHealth Wesley Chapel </b><br>Pasco County<br>Num Beds: 145<br>Num ICU Beds: 24<br>Bed Util: 0.43<br>Pot. Bed Increases: 0",83,14
"1867",1867,1867,-81.5372899,41.4478921,5867,"Grace Hospital - South Pointe","Long Term Acute Care Hospital",20,20,NA,0.331454,0,41.44813,-81.537741,0.99,"rooftop","20000","Harvard Ave","Beachwood","OH","Cuyahoga County",44122,"US","Cuyahoga","<b>Grace Hospital - South Pointe</b><br>Cuyahoga County<br>Num Beds: 20<br>Num ICU Beds: NA<br>Bed Util: 0.33<br>Pot. Bed Increases: 0",13,NA
"1868",1868,1868,-123.0288,48.5289,5868,"PeaceHealth Peace Island Medical Ctr","Critical Access Hospital",10,10,NA,0.05726,0,48.529349,-123.027938,0.99,"rooftop","915","Spring St","Friday Harbor","WA","San Juan County",98250,"US","San Juan","<b>PeaceHealth Peace Island Medical Ctr</b><br>San Juan County<br>Num Beds: 10<br>Num ICU Beds: NA<br>Bed Util: 0.06<br>Pot. Bed Increases: 0",9,NA
"1869",1869,1869,-77.607077,43.11446,5869,"Golisano Childrens Hospital","Childrens Hospital",132,132,NA,NA,0,43.114273,-77.606389,0.99,"rooftop","465","Westfall Rd","Rochester","NY","Monroe County",14620,"US","NYS GIS Program Office, State Geographic Information Officer (GIO)","<b>Golisano Childrens Hospital</b><br>Monroe County<br>Num Beds: 132<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"1870",1870,1870,-74.2186842,40.0730373,5870,"Specialty Hospital of Central Jersey ","Long Term Acute Care Hospital",50,50,NA,0.61863,0,40.072354,-74.217661,1,"nearest_street","656","US Hwy 9","Lakewood","NJ","Ocean County",8701,"US","TIGER/Line® dataset from the US Census Bureau","<b>Specialty Hospital of Central Jersey </b><br>Ocean County<br>Num Beds: 50<br>Num ICU Beds: NA<br>Bed Util: 0.62<br>Pot. Bed Increases: 0",19,NA
"1871",1871,1871,-95.9191627,36.0751832,5871,"The Heart Hospital at Saint Francis","Short Term Acute Care Hospital",88,1088,NA,0.599467,1000,36.075381,-95.917702,0.97,"nearest_street","5097","E 61st St","Tulsa","OK","Tulsa County",74136,"US","TIGER/Line® dataset from the US Census Bureau","<b>The Heart Hospital at Saint Francis</b><br>Tulsa County<br>Num Beds: 88<br>Num ICU Beds: NA<br>Bed Util: 0.6<br>Pot. Bed Increases: 1000",35,NA
"1872",1872,1872,-92.4678969,31.313914,5872,"Central Louisiana Surgical Hospital","Short Term Acute Care Hospital",24,24,NA,0.289269,0,31.313919,-92.467903,1,"rooftop","651","N Bolton Ave","Alexandria","LA","Rapides Parish",71301,"US","Rapides","<b>Central Louisiana Surgical Hospital</b><br>Rapides Parish<br>Num Beds: 24<br>Num ICU Beds: NA<br>Bed Util: 0.29<br>Pot. Bed Increases: 0",17,NA
"1873",1873,1873,-82.7840235,39.8507738,5873,"Diley Ridge Medical Ctr","Short Term Acute Care Hospital",10,10,NA,0.156164,0,39.850664,-82.783871,1,"rooftop","7911","Diley Rd","Canal Winchester","OH","Fairfield County",43110,"US","City of Columbus","<b>Diley Ridge Medical Ctr</b><br>Fairfield County<br>Num Beds: 10<br>Num ICU Beds: NA<br>Bed Util: 0.16<br>Pot. Bed Increases: 0",8,NA
"1874",1874,1874,-76.6955585,39.9168769,5874,"Orthopaedic and Spine Specialists Orthopaedic Hospital","Short Term Acute Care Hospital",30,26,NA,0.302466,-4,39.917213,-76.695663,1,"rooftop","1855","Powder Mill Rd","York","PA","York County",17402,"US","York","<b>Orthopaedic and Spine Specialists Orthopaedic Hospital</b><br>York County<br>Num Beds: 30<br>Num ICU Beds: NA<br>Bed Util: 0.3<br>Pot. Bed Increases: -4",21,NA
"1875",1875,1875,-75.5535312,40.2157319,5875,"Physicians Care Surgical Hospital","Short Term Acute Care Hospital",12,12,NA,0.374429,0,40.215734,-75.554901,0.99,"rooftop","570","Linfield Rd","Royersford","PA","Montgomery County",19468,"US","Montgomery","<b>Physicians Care Surgical Hospital</b><br>Montgomery County<br>Num Beds: 12<br>Num ICU Beds: NA<br>Bed Util: 0.37<br>Pot. Bed Increases: 0",8,NA
"1876",1876,1876,-96.6017824,33.6767819,5876,"Baylor Scott & White Surgical Hospital - Sherman ","Short Term Acute Care Hospital",12,12,NA,0.260502,0,33.676784,-96.601842,1,"rooftop","3603","Calais St","Sherman","TX","Grayson County",75090,"US","Statewide Partial","<b>Baylor Scott & White Surgical Hospital - Sherman </b><br>Grayson County<br>Num Beds: 12<br>Num ICU Beds: NA<br>Bed Util: 0.26<br>Pot. Bed Increases: 0",9,NA
"1877",1877,1877,-96.8294191,32.984782,5877,"Methodist Hospital for Surgery","Short Term Acute Care Hospital",32,32,4,0.644435,0,32.985112,-96.829452,1,"rooftop","17101","Dallas Pkwy","Dallas","TX","Dallas County",75248,"US","Dallas","<b>Methodist Hospital for Surgery</b><br>Dallas County<br>Num Beds: 32<br>Num ICU Beds: 4<br>Bed Util: 0.64<br>Pot. Bed Increases: 0",11,1
"1878",1878,1878,-96.7224738,33.1766132,5878,"Methodist McKinney Hospital","Short Term Acute Care Hospital",23,21,NA,0.323883,-2,33.176569,-96.722498,1,"rooftop","8000","Eldorado Pkwy","Mc Kinney","TX","Collin County",75070,"US","Plano","<b>Methodist McKinney Hospital</b><br>Collin County<br>Num Beds: 23<br>Num ICU Beds: NA<br>Bed Util: 0.32<br>Pot. Bed Increases: -2",16,NA
"1879",1879,1879,-98.4734862,29.5878278,5879,"Baptist Emergency Hospital - Thousand Oaks","Short Term Acute Care Hospital",50,10,NA,0.140712,-40,29.58792,-98.473404,1,"rooftop","16088","US Hwy 281 N","San Antonio","TX","Bexar County",78232,"US","Bexar","<b>Baptist Emergency Hospital - Thousand Oaks</b><br>Bexar County<br>Num Beds: 50<br>Num ICU Beds: NA<br>Bed Util: 0.14<br>Pot. Bed Increases: -40",43,NA
"1880",1880,1880,-86.1587928,39.9679498,5880,"Franciscan Health Carmel ","Short Term Acute Care Hospital",6,6,NA,0.200737,0,39.967981,-86.158841,1,"rooftop","12188 B","N Meridian St","Carmel","IN","Hamilton County",46032,"US","Hamilton","<b>Franciscan Health Carmel </b><br>Hamilton County<br>Num Beds: 6<br>Num ICU Beds: NA<br>Bed Util: 0.2<br>Pot. Bed Increases: 0",5,NA
"1881",1881,1881,-71.8987507,42.2020238,5881,"Vibra Hospital of Western Massachusetts - Central Campus ","Long Term Acute Care Hospital",47,47,NA,NA,0,42.201863,-71.898805,1,"rooftop","111","Huntoon Memorial Hwy","Rochdale","MA","Worcester County",1542,"US","Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT","<b>Vibra Hospital of Western Massachusetts - Central Campus </b><br>Worcester County<br>Num Beds: 47<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"1882",1882,1882,-73.7687241,40.7764611,5882,"Saint Marys Hospital for Children","Childrens Hospital",103,103,NA,NA,0,40.776586,-73.768889,1,"rooftop","29-1","216th St","Bayside","NY","Queens County",11360,"US","City of New York","<b>Saint Marys Hospital for Children</b><br>Queens County<br>Num Beds: 103<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"1883",1883,1883,-96.8008884,33.0789252,5883,"Childrens Medical Center Plano","Childrens Hospital",72,72,NA,0.310502,0,33.078447,-96.800904,0.99,"rooftop","7609","Preston Rd","Plano","TX","Collin County",75024,"US","Plano","<b>Childrens Medical Center Plano</b><br>Collin County<br>Num Beds: 72<br>Num ICU Beds: NA<br>Bed Util: 0.31<br>Pot. Bed Increases: 0",50,NA
"1884",1884,1884,-106.6797927,35.3088335,5884,"UNM Sandoval Regional Medical Ctr","Short Term Acute Care Hospital",60,60,NA,0.545708,0,35.308795,-106.679536,1,"rooftop","3001","Broadmoor Blvd NE","Rio Rancho","NM","Sandoval County",87144,"US","Statewide","<b>UNM Sandoval Regional Medical Ctr</b><br>Sandoval County<br>Num Beds: 60<br>Num ICU Beds: NA<br>Bed Util: 0.55<br>Pot. Bed Increases: 0",27,NA
"1885",1885,1885,-89.9861436,29.955816,5885,"St Bernard Parish Hospital","Short Term Acute Care Hospital",40,40,8,0.385959,0,29.956083,-89.985277,0.98,"nearest_street","8101","W Judge Perez Dr","Chalmette","LA","St. Bernard Parish",70043,"US","TIGER/Line® dataset from the US Census Bureau","<b>St Bernard Parish Hospital</b><br>St. Bernard Parish<br>Num Beds: 40<br>Num ICU Beds: 8<br>Bed Util: 0.39<br>Pot. Bed Increases: 0",25,5
"1886",1886,1886,-83.6934245,42.1696209,5886,"Center for Forensic Psychiatry","Psychiatric Hospital",240,240,NA,0.978973,0,42.169606,-83.693586,1,"rooftop","8303","Platt Rd","Saline","MI","Washtenaw County",48176,"US","Semcog","<b>Center for Forensic Psychiatry</b><br>Washtenaw County<br>Num Beds: 240<br>Num ICU Beds: NA<br>Bed Util: 0.98<br>Pot. Bed Increases: 0",5,NA
"1887",1887,1887,-97.3413041,32.7407869,5887,"Texas Rehabilitation Hospital of Fort Worth","Rehabilitation Hospital",66,66,NA,0.701453,0,32.740808,-97.3413,1,"rooftop","425","Alabama Ave","Fort Worth","TX","Tarrant County",76104,"US","Tarrant County","<b>Texas Rehabilitation Hospital of Fort Worth</b><br>Tarrant County<br>Num Beds: 66<br>Num ICU Beds: NA<br>Bed Util: 0.7<br>Pot. Bed Increases: 0",20,NA
"1888",1888,1888,-65.6501,18.332,5888,"Caribbean Medical Ctr","Short Term Acute Care Hospital",42,42,4,0.944031,0,18.330482,-65.651488,0.96,"nearest_street","311","Ave Valero","Puerto Real","PR","Fajardo Municipio",740,"US","TIGER/Line® dataset from the US Census Bureau","<b>Caribbean Medical Ctr</b><br>Fajardo Municipio<br>Num Beds: 42<br>Num ICU Beds: 4<br>Bed Util: 0.94<br>Pot. Bed Increases: 0",2,0
"1889",1889,1889,-97.1779317,32.6280004,5889,"Perimeter Behavioral Hospital of Arlington","Psychiatric Hospital",232,232,NA,0.662718,0,32.628102,-97.1779,0.99,"rooftop","7000","US 287","Arlington","TX","Tarrant County",76001,"US","Tarrant","<b>Perimeter Behavioral Hospital of Arlington</b><br>Tarrant County<br>Num Beds: 232<br>Num ICU Beds: NA<br>Bed Util: 0.66<br>Pot. Bed Increases: 0",78,NA
"1890",1890,1890,-87.0589134,35.6059999,5890,"Unity Psychiatric Care - Columbia ","Psychiatric Hospital",16,16,NA,0.630137,0,35.605837,-87.058709,1,"rooftop","1400","Rosewood Dr","Columbia","TN","Maury County",38401,"US","Statewide","<b>Unity Psychiatric Care - Columbia </b><br>Maury County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.63<br>Pot. Bed Increases: 0",6,NA
"1891",1891,1891,-86.6653695,34.7532965,5891,"Unity Psychiatric Care - Huntsville ","Psychiatric Hospital",20,20,NA,0.43,0,34.75333,-86.665225,1,"rooftop","5315","Millennium Dr NW","Huntsville","AL","Madison County",35806,"US","Madison","<b>Unity Psychiatric Care - Huntsville </b><br>Madison County<br>Num Beds: 20<br>Num ICU Beds: NA<br>Bed Util: 0.43<br>Pot. Bed Increases: 0",11,NA
"1892",1892,1892,-117.9927157,34.1487088,5892,"Monrovia Memorial Hospital","Long Term Acute Care Hospital",49,49,4,0.533911,0,34.148647,-117.99256,1,"rooftop","319","S Heliotrope Ave","Monrovia","CA","Los Angeles County",91016,"US","Los Angeles County","<b>Monrovia Memorial Hospital</b><br>Los Angeles County<br>Num Beds: 49<br>Num ICU Beds: 4<br>Bed Util: 0.53<br>Pot. Bed Increases: 0",23,2
"1893",1893,1893,-105.0968363,39.7692532,5893,"Wide Horizon","Religious Non-Medical Health Care Institution",10,10,NA,0.065027,0,39.769043,-105.096435,0.99,"rooftop","8888","W 38th Ave","Wheat Ridge","CO","Jefferson County",80033,"US","Jefferson County","<b>Wide Horizon</b><br>Jefferson County<br>Num Beds: 10<br>Num ICU Beds: NA<br>Bed Util: 0.07<br>Pot. Bed Increases: 0",9,NA
"1894",1894,1894,-71.0711227,42.3364874,5894,"Dr Solomon Carter Fuller Mental Health Ctr","Psychiatric Hospital",60,60,NA,0.96,0,42.33639,-71.07097,1,"rooftop","85-95","E Newton St","Boston","MA","Suffolk County",2118,"US","City of Boston","<b>Dr Solomon Carter Fuller Mental Health Ctr</b><br>Suffolk County<br>Num Beds: 60<br>Num ICU Beds: NA<br>Bed Util: 0.96<br>Pot. Bed Increases: 0",2,NA
"1895",1895,1895,-93.2046017,45.0691743,5895,"Beacon Haven","Religious Non-Medical Health Care Institution",6,6,NA,0.353881,0,45.069244,-93.20489,1,"rooftop","1230","Long Lake Rd","Saint Paul","MN","Ramsey County",55112,"US","Ramsey","<b>Beacon Haven</b><br>Ramsey County<br>Num Beds: 6<br>Num ICU Beds: NA<br>Bed Util: 0.35<br>Pot. Bed Increases: 0",4,NA
"1896",1896,1896,-115.120267,35.9962035,5896,"Seven Hills Hospital","Psychiatric Hospital",134,134,NA,0.639665,0,35.996283,-115.120283,1,"rooftop","3021","W Horizon Ridge Pkwy","Henderson","NV","Clark County",89052,"US","Henderson","<b>Seven Hills Hospital</b><br>Clark County<br>Num Beds: 134<br>Num ICU Beds: NA<br>Bed Util: 0.64<br>Pot. Bed Increases: 0",48,NA
"1897",1897,1897,-118.2662752,34.0073148,5897,"Kedren Community Health Ctr","Psychiatric Hospital",72,72,NA,NA,0,34.00721,-118.26548,0.99,"rooftop","4211","S Avalon Blvd","Los Angeles","CA","Los Angeles County",90011,"US","City of Los Angeles","<b>Kedren Community Health Ctr</b><br>Los Angeles County<br>Num Beds: 72<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"1898",1898,1898,-97.1678305,33.2198264,5898,"Select Rehabilitation Hospital of Denton","Rehabilitation Hospital",44,44,NA,0.510212,0,33.219896,-97.167874,1,"rooftop","2620","Scripture St","Denton","TX","Denton County",76201,"US","City of Denton","<b>Select Rehabilitation Hospital of Denton</b><br>Denton County<br>Num Beds: 44<br>Num ICU Beds: NA<br>Bed Util: 0.51<br>Pot. Bed Increases: 0",22,NA
"1899",1899,1899,-96.6346681,33.669802,5899,"Carrus Rehabilitation Hospital","Rehabilitation Hospital",24,24,NA,0.947489,0,33.66982,-96.634834,1,"rooftop","1810","W Hwy 82","Garland","TX","Grayson County",75041,"US","City of Denison","<b>Carrus Rehabilitation Hospital</b><br>Grayson County<br>Num Beds: 24<br>Num ICU Beds: NA<br>Bed Util: 0.95<br>Pot. Bed Increases: 0",1,NA
"1900",1900,1900,-118.5529318,34.2004354,5900,"Los Angeles Jewish Home - Grancell Village ","Psychiatric Hospital",10,10,NA,0.733425,0,34.200677,-118.553318,0.99,"rooftop","7150","Tampa Ave","Reseda","CA","Los Angeles County",91335,"US","Los Angeles County","<b>Los Angeles Jewish Home - Grancell Village </b><br>Los Angeles County<br>Num Beds: 10<br>Num ICU Beds: NA<br>Bed Util: 0.73<br>Pot. Bed Increases: 0",3,NA
"1901",1901,1901,-96.1057157,46.2752393,5901,"Community Behavioral Health Hospital - Fergus Falls","Psychiatric Hospital",16,16,NA,0.845377,0,46.275303,-96.10572,1,"rooftop","1801","W Alcott Ave","Fergus Falls","MN","Otter Tail County",56537,"US","Otter Tail","<b>Community Behavioral Health Hospital - Fergus Falls</b><br>Otter Tail County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.85<br>Pot. Bed Increases: 0",2,NA
"1902",1902,1902,-96.6473595,40.7900736,5902,"Madonna Rehabilitation Hospital - Lincoln","Rehabilitation Hospital",60,60,NA,0.786073,0,40.790189,-96.647288,0.99,"rooftop","5401","South St","Lincoln","NE","Lancaster County",68506,"US","Lancaster","<b>Madonna Rehabilitation Hospital - Lincoln</b><br>Lancaster County<br>Num Beds: 60<br>Num ICU Beds: NA<br>Bed Util: 0.79<br>Pot. Bed Increases: 0",13,NA
"1903",1903,1903,-122.2220899,37.7905759,5903,"Heritage Psychiatric Health Facility","Psychiatric Hospital",26,26,NA,0.769336,0,37.790631,-122.222231,1,"rooftop","2633","E 27th St","Oakland","CA","Alameda County",94601,"US","Alameda County","<b>Heritage Psychiatric Health Facility</b><br>Alameda County<br>Num Beds: 26<br>Num ICU Beds: NA<br>Bed Util: 0.77<br>Pot. Bed Increases: 0",6,NA
"1904",1904,1904,-95.3608376,45.8834874,5904,"Community Behavioral Health Hospital - Alexandria","Psychiatric Hospital",16,16,NA,0.930308,0,45.883289,-95.361099,1,"rooftop","1122","8th Ave E","Alexandria","MN","Douglas County",56308,"US","Douglas","<b>Community Behavioral Health Hospital - Alexandria</b><br>Douglas County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.93<br>Pot. Bed Increases: 0",1,NA
"1905",1905,1905,-76.8982173,40.2863223,5905,"Pennsylvania Psychiatric Institute","Psychiatric Hospital",89,89,NA,0.769678,0,40.286352,-76.898177,1,"rooftop","2501","N 3rd St","Harrisburg","PA","Dauphin County",17110,"US","Dauphin","<b>Pennsylvania Psychiatric Institute</b><br>Dauphin County<br>Num Beds: 89<br>Num ICU Beds: NA<br>Bed Util: 0.77<br>Pot. Bed Increases: 0",20,NA
"1906",1906,1906,-94.257384,46.359257,5906,"Community Behavioral Health Hospital - Baxter","Psychiatric Hospital",16,16,NA,0.940068,0,46.359414,-94.256672,0.99,"rooftop","14241","Grand Oaks Dr","Baxter","MN","Crow Wing County",56425,"US","Crow Wing","<b>Community Behavioral Health Hospital - Baxter</b><br>Crow Wing County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.94<br>Pot. Bed Increases: 0",1,NA
"1907",1907,1907,-94.8785355,47.4763996,5907,"Community Behavioral Health Hospital - Bemidji","Psychiatric Hospital",16,16,NA,0.869521,0,47.477092,-94.878295,0.99,"rooftop","911","Dewey Ave NE","Bemidji","MN","Beltrami County",56601,"US","Beltrami","<b>Community Behavioral Health Hospital - Bemidji</b><br>Beltrami County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.87<br>Pot. Bed Increases: 0",2,NA
"1908",1908,1908,-92.4560106,43.9726957,5908,"Community Behavioral Health Hospital - Rochester","Psychiatric Hospital",16,16,NA,0.82363,0,43.972696,-92.455902,1,"rooftop","251","Wood Lake Dr SE","Rochester","MN","Olmsted County",55904,"US","Olmsted","<b>Community Behavioral Health Hospital - Rochester</b><br>Olmsted County<br>Num Beds: 16<br>Num ICU Beds: NA<br>Bed Util: 0.82<br>Pot. Bed Increases: 0",3,NA
"1909",1909,1909,-78.592865,36.326615,5909,"Granville Medical Center ","Short Term Acute Care Hospital",42,142,6,0.455055,100,36.327236,-78.593943,1,"nearest_street","1100","US Hwy 15","Oxford","NC","Granville County",27565,"US","TIGER/Line® dataset from the US Census Bureau","<b>Granville Medical Center </b><br>Granville County<br>Num Beds: 42<br>Num ICU Beds: 6<br>Bed Util: 0.46<br>Pot. Bed Increases: 100",23,3
"1910",1910,1910,-81.4733574,28.2519482,5910,"Poinciana Medical Ctr","Short Term Acute Care Hospital",76,76,6,0.570187,0,28.252063,-81.473343,1,"rooftop","1733","Grand Cypress Ave","Kissimmee","FL","Osceola County",34758,"US","Statewide2","<b>Poinciana Medical Ctr</b><br>Osceola County<br>Num Beds: 76<br>Num ICU Beds: 6<br>Bed Util: 0.57<br>Pot. Bed Increases: 0",33,3
"1911",1911,1911,-76.3633,37.0683,5911,"633rd Medical Group - USAF Hospital Langley","Department of Defense Hospital",60,60,NA,NA,0,37.068667,-76.364294,0.99,"rooftop","15","Nealy Ave","Hampton","VA","Hampton city",23665,"US","Virginia Geographic Information Network (VGIN)","<b>633rd Medical Group - USAF Hospital Langley</b><br>Hampton city<br>Num Beds: 60<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"1912",1912,1912,-83.4345987,42.4205139,5912,"Hawthorn Ctr","Psychiatric Hospital",NA,NA,NA,NA,0,42.419981,-83.4353,0.99,"rooftop","18471","Haggerty","Northville","MI","Wayne County",48167,"US","Semcog","<b>Hawthorn Ctr</b><br>Wayne County<br>Num Beds: NA<br>Num ICU Beds: NA<br>Bed Util: NA<br>Pot. Bed Increases: 0",NA,NA
"1913",1913,1913,-94.7435,31.3074,5913,"Oceans Behavioral Hospital Lufkin ","Psychiatric Hospital",24,24,NA,0.815525,0,31.307518,-94.744131,0.99,"rooftop","204","Gobblers Knob Rd","Lufkin","TX","Angelina County",75904,"US","Statewide Partial","<b>Oceans Behavioral Hospital Lufkin </b><br>Angelina County<br>Num Beds: 24<br>Num ICU Beds: NA<br>Bed Util: 0.82<br>Pot. Bed Increases: 0",4,NA
"1914",1914,1914,-94.7346246,32.5372019,5914,"Oceans Behavioral Hospital Longview ","Psychiatric Hospital",24,24,NA,0.883105,0,32.537286,-94.734518,1,"rooftop","615","Clinic Dr","Longview","TX","Gregg County",75605,"US","City of Longview","<b>Oceans Behavioral Hospital Longview </b><br>Gregg County<br>Num Beds: 24<br>Num ICU Beds: NA<br>Bed Util: 0.88<br>Pot. Bed Increases: 0",3,NA
"1915",1915,1915,-96.812489,32.6030305,5915,"Crescent Medical Center Lancaster","Short Term Acute Care Hospital",84,84,8,0.071363,0,32.602827,-96.812722,1,"rooftop","2600","W Pleasant Run Rd","Lancaster","TX","Dallas County",75146,"US","Dallas","<b>Crescent Medical Center Lancaster</b><br>Dallas County<br>Num Beds: 84<br>Num ICU Beds: 8<br>Bed Util: 0.07<br>Pot. Bed Increases: 0",78,7
